title,year,href,citations
Does Size Matter?: A Meta-Analysis of the Relationship Between Organisation Size and Environmental Responsiveness,2000,https://www.pdcnet.org/iabsproc/content/iabsproc_2000_0011_0143_0153,6
Vascular access in cystic fibrosis-does size matter?,2005,https://journals.sagepub.com/doi/abs/10.1177/112972980500600205,6
Does size matter? The significance of prostate size on pathologic and functional outcomes in patients undergoing robotic prostatectomy,2011,https://www.tandfonline.com/doi/abs/10.1016/j.aju.2011.10.002,6
Prognostic implications of pericardial effusion in acute heart failure: Does size matter?,2015,http://www.redheracles.net/media/upload/research/pdf/257269031431510183.pdf,6
Does size matter? A study of risk perceptions of global population growth,2017,https://onlinelibrary.wiley.com/doi/abs/10.1111/risa.12576,6
Endoscopic transluminal drainage of walled-off necrosis: Does size matter?,2016,https://www.giejournal.org/article/S0016-5107(15)03265-4/abstract,6
Does size matter? Ontogenetic responses of an Andean shrub to conspecific density-dependence,2017,https://www.sciencedirect.com/science/article/pii/S143383191630049X,6
"The Science-for-Life Partnerships: Does size really matter, and can ICT help?",2011,https://www.wje.org.nz/index.php/WJE/article/view/69,6
Living donor liver transplantation using small-for-size grafts: does size really matter?,2018,https://www.sciencedirect.com/science/article/pii/S097368831730405X,6
Clinical risk management in german hospitals-does size really matter?,2011,https://europepmc.org/article/med/21526466,6
Understanding the line managers' HRM role expectations: Does size matter?,2015,https://eprints.qut.edu.au/91887/,5
Does size matter? Correlation of ultrasound findings in children without clinical evidence of acute appendicitis,2018,https://www.sciencedirect.com/science/article/pii/S0022346818300794,5
Small kidneys for large recipients: Does size matter in renal transplantation?,2015,https://www.sciencedirect.com/science/article/pii/S0041134515002638,5
Does size matter? Animal units and animal unit months,2017,https://www.fs.usda.gov/treesearch/pubs/54043,5
Does SIZE matter? liquidity provision by the Nasdaq anonymous trading facility,2006,https://journals.sagepub.com/doi/abs/10.1177/178359170600100404,5
Does Size Matter? New Zealand in Partnership with the European Union: A Small State Perspective,2006,http://ir.canterbury.ac.nz/handle/10092/911,5
"2 Does Size Matter? The Interaction between Principal Gender, Level of Schooling and Institutional Scale in Australian Schools",2004,https://books.google.com/books?hl=en&lr=&id=w-BDBgAAQBAJ&oi=fnd&pg=PA18&dq=+%22does+size+matter%22&ots=JfzQcFeldD&sig=5InzWAOizZs5jMq4hbtgrEjil_8,5
Readmission to the intensive care unit in times of minimally invasive cardiac surgery: does size matter?,2014,https://europepmc.org/article/med/25586279,5
Private Enterprise Job Creation in the Midwest: Does Size Matter?,2006,https://core.ac.uk/download/pdf/47230454.pdf,5
Does size matter? An investigation into the Rey Complex Figure in a pediatric clinical sample,2014,https://www.tandfonline.com/doi/abs/10.1080/21622965.2012.690921,5
"Does Size Matter? An Evaluation of the Relationship Between Asset Size, Operating Cost, and Profit of Scheduled Urban Cooperative Banks in India.",2019,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09726918&AN=140362475&h=WDWEdWTj7rBWrgECc8tvgwvdvboPy%2BWMWtxjpdWYZVl1BFys0xEt1a0%2B8Q0N3x54dblHW7WeAWhLKOXR6QGBXg%3D%3D&crl=c,5
Does size matter? The function of the large spermatophore of Steropleurus stali Bolivar (Orthoptera: Tettigoniidae: Ephippigerinae),1998,https://www.jstor.org/stable/3503520,5
Catch Efficiency in the Chilean Pelagic Fishery: Does Size Matter?,2002,https://www.researchgate.net/profile/Julio-Pena-Torres/publication/5115505_Catch_Efficiency_in_the_Chilean_Pelagic_Fishery_Does_size_matter/links/0912f5139bf6fdd536000000/Catch-Efficiency-in-the-Chilean-Pelagic-Fishery-Does-size-matter.pdf,5
Women's local government representation in Auckland-does size matter?,2017,https://search.informit.org/doi/abs/10.3316/informit.563826468308594,5
Does size matter? An examination of problem gamblers' skin conductance responses to large and small magnitude rewards,2017,https://onlinelibrary.wiley.com/doi/abs/10.1111/psyp.12897,5
Does size matter?,2001,https://www.cambridge.org/core/journals/the-british-journal-of-psychiatry/article/does-size-matter/4F81CE30EF456E1B0F3D5CE72003E454,5
Does Size Matter? Instructors' and Students' perceptions of students' use of technology in the classroom,2019,http://jite.org/documents/Vol18/JITEv18ResearchP379-393Zaza5475.pdf,5
A new perspective on imaging of olfactory dysfunction: Does size matter?,2020,https://www.sciencedirect.com/science/article/pii/S0720048X20304794,5
Does size matter? Mate choice in two lekking flies,2020,https://academic.oup.com/jinsectscience/article-abstract/20/2/13/5816649,5
High-light stress in wet and dry thalli of the endangered Mediterranean lichen Seirophora villosa (Ach.) Frödén: does size matter?,2019,https://link.springer.com/article/10.1007/s11557-018-1451-0,5
Does size matter? An investigation of competitive balance in the English Premier League under different league sizes,2019,https://www.emerald.com/insight/content/doi/10.1108/TPM-10-2018-0064/full/html,5
Obstacles to firm performance in Nigeria: does size matter?,2021,https://www.tandfonline.com/doi/abs/10.1080/08276331.2018.1476829,5
Research Section: Does size matter? Is small really beautiful?,2001,https://nasenjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1467-8527.00202,5
Pathological nature of renal tumors-does size matter?,2017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5656956/,5
UK brokers' characteristics: does size matter?,2002,https://www.tandfonline.com/doi/abs/10.1080/00014788.2002.9728965,5
Platelets in asthma: does size matter?,2014,https://search.proquest.com/openview/6122144aeb672a50228ef63b02e37a10/1?pq-origsite=gscholar&cbl=41084,5
The Pulmonary Artery in COPD—Does Size Matter?,2012,https://www.nejm.org/doi/full/10.1056/NEJMe1209376,5
Does size matter? Thoughts about insulin pen needles,2012,https://www.liebertpub.com/doi/pdfplus/10.1089/dia.2012.0274,5
Adsorption of Metals to Particles in Urban Stormwater Runoff—Does Size Really Matter?,2021,https://www.mdpi.com/975836,5
"Does Size Matter? Scale, Corruption and Uncertainty",2012,http://dspace.mak.ac.ug/handle/10570/4044,4
Why does size matter for viruses–A new paradigm on viral size,2009,https://www.sciencedirect.com/science/article/pii/S0306987709001881,4
Canola establishment; does size matter,2014,https://www.researchgate.net/profile/Saira-Hussain-5/publication/282664401_Can_canola_meal_be_used_to_treat_cancer/links/5617623408ae1a88800370b9/Can-canola-meal-be-used-to-treat-cancer.pdf#page=59,4
Renewables and storage–does size matter,2010,http://files.brattle.com/system/publications/pdfs/000/004/708/original/renewables_and_storage_-_does_size_matter_chang_spees_weiss_mar_11_2010.pdf,4
Minimally invasive spinal surgery—does size matter?,2012,https://www.nature.com/articles/nrneurol.2012.113,4
Does size matter?—a population-based analysis of malignant pleural mesothelioma,2020,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7481612/,4
Does size matter in knowledge management? A qualitative/quantitative enquiry,2007,https://aisel.aisnet.org/acis2007/5/,4
Does size matter when public management tools meet (the voluntary) reality in sports facilities?,2017,https://www.tandfonline.com/doi/abs/10.1080/16078055.2016.1277612,4
Bank Risk: Does Size Matter?,2011,https://ro.ecu.edu.au/ecuworks2011/716/,4
Does size matter: a comparison of methods to appraise thermal efficiency of a small house,2009,https://eprints.utas.edu.au/10641/,4
"Nephrectomy in patients with autosomal dominant polycystic kidney disease, does size matter?",2016,https://search.proquest.com/openview/c8a36288c333ed7fe1468c6bdaea184b/1?pq-origsite=gscholar&cbl=36817,4
Rupture of expanded polytetrafluoroethylene neochordae used for mitral valve repair: does size matter?,2014,https://www.jtcvs.org/article/S0022-5223(14)00979-9/abstract,4
Risk culture in Australian banks: Does size matter?,2016,https://search.informit.org/doi/abs/10.3316/ielapa.838892075746616,4
Does size matter with continuous left ventricular assist devices?,2017,https://www.jacc.org/doi/full/10.1016/j.jchf.2016.10.002,4
Student Learning Networks on Residential Field Courses: Does Size Matter?,2008,https://www.tandfonline.com/doi/abs/10.3108/beej.11.1,4
Case Studies in Physiology: Ventilation and perfusion in a giraffe–does size matter?,2016,https://journals.physiology.org/doi/abs/10.1152/japplphysiol.00428.2016,4
Diameter-dependence of aortic hemodynamics: Does size matter?,2008,https://www.researchgate.net/profile/Mathias-Langer/publication/267430076_Fig_Diameter-dependence_of_aortic_hemodynamics_Does_size_matter/links/55e58ad008aec74dbe733aec/Fig-Diameter-dependence-of-aortic-hemodynamics-Does-size-matter.pdf,4
Drinking inscriptions on Attic little-master cups: Does size matter? A contribution to the AVI Project,2006,https://www.jstor.org/stable/44079058,4
Does size matter? Measured and modeled effects of suprapubic catheter size on urinary flow,2017,https://www.sciencedirect.com/science/article/pii/S0090429517300511,4
How big were the first planetesimals? Does size matter?,2009,https://ui.adsabs.harvard.edu/abs/2009LPI....40.1760W/abstract,4
Anaplerosis of the muscle tricarboxylic acid cycle pool during contraction: does size matter?,2003,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2342846/,4
Fetal insulin secretion in late gestation: does size matter?,2007,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2375533/,4
Does size matter?-The effect of volume on the compressive strength of open cell brittle ceramics,2008,https://www.scientific.net/AMR.41-42.221,4
Determinants of firm-level investment in India: does size matter?,2020,https://www.tandfonline.com/doi/abs/10.1080/17520843.2019.1667848,4
Does size matter? Entrepreneurial orientation and performance in Spanish sports clubs,2021,https://www.tandfonline.com/doi/abs/10.1080/17430437.2021.1882424,4
Does size matter? The real effects of subsidizing small firms,2021,https://jhfinance.web.unc.edu/wp-content/uploads/sites/12369/2021/11/2022_JH_does_size_matter.pdf,4
Monofocal hepatocellular carcinoma: How much does size matter?,2021,https://onlinelibrary.wiley.com/doi/abs/10.1111/liv.14718,4
Does size matter?,2018,http://www.klinikum.uni-muenchen.de/SFB-TRR-127/download/de/publications/Denner_et_al-Does-size-matter_.pdf,4
Does size matter? Addressing pack size and antibiotic duration,2019,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6370608/,4
"DOES SIZE MATTER, OR IS BIGGER BETTER?",2003,https://adoptmed.org/s/head_size.pdf,4
Prostate size: Is size all that matters?(When does size matter?),2011,https://www.sciencedirect.com/science/article/pii/S1875686711600146,4
Convergence of Asynchronous Cellular Automata: Does Size Matter?,2018,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=15575969&AN=130519361&h=SYqzRbzxPiF6IRAattz4z341x9TxhD%2BvGD3GS%2FtifAEccD%2BV%2Bp7QU0mfcp1o%2FqRTqy3MO78khbtFpT3om6Ho%2BQ%3D%3D&crl=c,4
Thymic malignancies: does size matter?,2016,https://academic.oup.com/ejcts/article-abstract/50/6/1075/2726583,4
Size and Performance of Swedish Mutual Funds: Does Size Matter?,2012,https://www.diva-portal.org/smash/record.jsf?pid=diva2:540025,4
"… pollination ecology between two populations and two varieties of Cypripedium parviflorum (Orchidaceae) in Missouri, United States of America – does size matter?",2018,https://academic.oup.com/botlinnean/article-abstract/186/4/544/4921132,4
Stillbirth at term: Does size really matter?,2020,https://obgyn.onlinelibrary.wiley.com/doi/abs/10.1002/ijgo.13229,4
Does size really matter?,2004,https://journals.lww.com/ajg/Fulltext/2004/04000/Does_Size_Really_Matter_.13.aspx,4
Does size really matter? A comparative study on floral traits in orchids with two different pollination strategies,2019,https://onlinelibrary.wiley.com/doi/abs/10.1111/plb.12993,4
Does size really matter? Contributions to the debate on short versus long neuropsychology assessments,2016,https://www.tandfonline.com/doi/abs/10.1111/ap.12206,4
Responsible tourism: does size really matter,2001,https://www.academia.edu/download/37487689/Lueck_2001.pdf,4
On The Growth Process Of Firms: Does Size Matter?,2015,https://www.clutejournals.com/index.php/IBER/article/view/9217,3
Does size matter? The relationship between predictive power of single-subject morphometric networks to spatial scale and edge weight,2020,https://link.springer.com/article/10.1007/s00429-020-02136-0,3
"Does Size Matter?: Yes, If You are Caribbean!",2013,https://publications.iadb.org/publications/english/document/Does-Size-Matter-Yes-If-You-are-Caribbean!.pdf,3
Does size matter? The impact of caseload and expertise concentration on AMI 30-day mortality—A comparison across 10 OECD countries,2019,https://www.sciencedirect.com/science/article/pii/S0168851019300533,3
Outcomes of resection surgery for hepatocellular carcinoma: Does size matter?,2018,https://journals.lww.com/jcma/Fulltext/2018/02000/Outcomes_of_resection_surgery_for_hepatocellular.1.aspx,3
On the use of proxy variables in finance: Why does size matter for bidder announcement returns?,2019,https://madoc.bib.uni-mannheim.de/51452/,3
Does size matter in ICU telemedicine?,2017,https://pubmed.ncbi.nlm.nih.gov/28390635/,3
Does size matter concerning impact of position on oxygenation status in spontaneously breathing patients with unilateral effusion?,2018,https://pmj.bmj.com/content/94/1108/81.abstract,3
Relationship between glaucoma drainage device size and intraocular pressure control: does size matter?,2017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5263878/,3
Gland volume in the assessment of prostatic disease: does size matter?,2007,https://www.urotoday.com/images/stories/documents/pdf_files/bjui/754d9ac0515e9375bf6cf9d7a2df2210.pdf,3
"Competitive Intelligence effectiveness, terminology, and attitudes: Does size matter",2011,https://www.academia.edu/download/38877088/2011_AoM_-_CI_Terminology.pdf,3
Does Size Matter? The ICRW and the Inclusion of Small Cetaceans,2014,https://www.cambridge.org/core/journals/transnational-environmental-law/article/does-size-matter-the-icrw-and-the-inclusion-of-small-cetaceans/AC147BB67FD947615905F0F610E64DFC,3
Arkansas Small Banks' Performance in the Nineties: Does Size Matter?,1999,https://go.gale.com/ps/i.do?id=GALE%7CA59543531&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00041742&p=AONE&sw=w,3
Financial and Legal Constraints to Firm Growth: Does Size Matter?,2005,https://www.academia.edu/download/51780973/multi0page.pdf,3
Does size matter? Disentangling consumers' bundling preferences,2000,https://www.researchgate.net/profile/Manoj-Agarwal-7/publication/4874248_Does_size_matter_Disentangling_consumers'_bundling_preferences/links/0046353bedc57ec5d6000000/Does-size-matter-Disentangling-consumers-bundling-preferences.pdf,3
Does Size Matter? Comparing Medium‐Term Cost‐Effectiveness of Group Homes with Institutional Care in South Korea,2016,https://onlinelibrary.wiley.com/doi/abs/10.1111/aswp.12094,3
Economic performance and technological intensities of electronics firms in Johor: Does size matter?,2010,https://www.inderscienceonline.com/doi/abs/10.1504/IJTLID.2010.031053,3
Does size matter?: employment relations in small firms,2000,https://minerva-access.unimelb.edu.au/handle/11343/39269,3
Transient severe tricuspid regurgitation after transplantation of an extremely oversized donor heart in a child—Does size matter? A case report,2017,https://onlinelibrary.wiley.com/doi/abs/10.1111/petr.12863,3
Does Size Matter in the Field?: Female Police Bodies in Online Television.,2014,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10520147&AN=96042879&h=WvhsYfOqZRvwwgq5w1dwkhofySUibQ49F2baVqW1otS9cg%2BwlH0HCojTW4lOpxeBg6piHa6rFR3JMsBSJ9lOpg%3D%3D&crl=c,3
The role of trust and dependence in small business performance: does size matter?,2010,https://search.proquest.com/openview/8cd88121d04568db123114c3c1b57921/1?pq-origsite=gscholar&cbl=38818,3
Does size matter? The effects of supervisor reduction on minimal communication between distributed discrete-event agents,2005,https://www.ece.queensu.ca/people/K-Rudie/thesis/sarah_whittaker_masters.pdf,3
Partial volume effect as a hidden covariate in tractography based analyses of fractional anisotropy: Does size matter?,2010,https://www.academia.edu/download/45299923/Partial_volume_effect_as_a_hidden_covari20160502-77486-btfwds.pdf,3
Ureteral length in live donor kidney transplantation; Does size matter?,2015,https://onlinelibrary.wiley.com/doi/abs/10.1111/tri.12635,3
4544 Prospective comparison of 22 gauge versus 19 gauge needle for endoscopic ultrasound directed fine needle aspiration of pancreatic masses: does size matter?,2000,https://www.sciencedirect.com/science/article/pii/S0016510700143913,3
Does size really matter? An investigation of cruise ship size,2013,https://www.ingentaconnect.com/content/cog/ta/2013/00000018/00000001/art00009,3
Does Size Matter?,2005,https://entrepreneurialconfluence.wordpress.com/2015/02/27/does-size-matter/,3
Does size matter,2010,https://pdfs.semanticscholar.org/be03/87d2e9c52f484598e6722d38ee9c5c145d02.pdf,3
Prognostic characteristics and body mass index in patients with pulmonary embolism: does size matter?,2020,https://openres.ersjournals.com/content/6/1/00163-2019.short,3
Firms and export performance: does size matter?,2020,https://www.emerald.com/insight/content/doi/10.1108/JES-12-2018-0451/full/html,3
Endobronchial ultrasound needles: does size matter,2020,https://pdfs.semanticscholar.org/554f/8cac9d6b936d6030f25b67afb04810843047.pdf,3
"BMI and VTE Risk in Emergency General Surgery, Does Size Matter? An ACS-NSQIP Database Analysis",2020,https://journals.sagepub.com/doi/abs/10.1177/0003134820940272,3
Does size matter? An evaluation of institutional internet ranking metrics,2019,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3441943,3
"Stauffer syndrome, clinical implications and knowledge gaps, does size matter? Case report",2020,https://link.springer.com/article/10.1186/s12894-020-00671-w,3
Does Size Matter? When Small is Good Enough.,2011,http://ceur-ws.org/Vol-718/paper_09.pdf,3
An age old question: does size really matter?,2010,https://www.ahajournals.org/doi/abs/10.1161/STROKEAHA.109.569152,3
Does size really matter? An investigation of cruise ship size,2013,https://www.ingentaconnect.com/content/cog/ta/2013/00000018/00000001/art00009,3
Point-of-care lung ultrasonography for pneumonia in children: does size really matter?,2019,https://adc.bmj.com/content/104/1/2.abstract,3
"The Science-for-Life Partnerships: Does size really matter, and can ICT help?",2015,https://researchcommons.waikato.ac.nz/handle/10289/9804,3
Drug-eluting bead transarterial chemoembolization for hepatocellular carcinoma: does size really matter?,2020,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7239370/,3
How does size matter for military success? Evidence from virtual worlds,2018,https://www.sciencedirect.com/science/article/pii/S0167268118302178,2
Does size matter?: An economic perspective on the population debate,2014,https://search.informit.org/doi/pdf/10.3316/informit.329440748450841,2
Does size matter? Spacious car cockpits may increase the probability of parking violations,2018,https://www.tandfonline.com/doi/abs/10.1080/00140139.2018.1503727,2
FINANCE AND INEQUALITY IN EIGHT ASIAN COUNTRIES: DOES SIZE MATTER?,2018,http://bmeb-bi.org/index.php/BEMP/article/view/930,2
Does size matter? The effects of enterprise size on the perception of benefits and risks of open innovation projects,2018,https://journalengineering.fe.up.pt/index.php/jim/article/view/2183-0606_006.002_0005,2
Does Size Matter?,,http://www.ipge.com/images/obesity.pdf,2
Does size matter? Retrospective analysis of large gynecologic tumors,2017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5776159/,2
Analysis of the impact of EEA stapler size on risk of anastomotic complications in colorectal anastomosis: does size matter?,2020,https://link.springer.com/article/10.1007/s10151-020-02155-3,2
Does Size Matter? Economies of Scale in the Credit Union Industry,2017,http://www.ijtef.org/vol8/575-FT003.pdf,2
Experiments on horizontal mergers: Does size matter?,2012,https://www.sciencedirect.com/science/article/pii/S0165176512004016,2
DOES SIZE MATTER? THE BEENFITS OF DISAGGREGATED ZONE SYSTEMS IN STRATEGIC TRANSPORT MODELS,2014,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.676.5623,2
"Does size matter? The Labour Relations Act, majoritarianism and union structure",1997,https://www.ajol.info/index.php/ldd/article/view/138010/127580,2
Does size matter? Displacement processes applied in urban development projects in Dar es Salaam City,2015,https://www.ajol.info/index.php/jbld/article/view/178230,2
symposium summary: The importance of being small: does size matter in biogeography?,2009,https://escholarship.org/content/qt0w9143st/qt0w9143st.pdf,2
"How Does Size Matter? Investigating the Relationship Among Plant Size, Industrial Structure, and Manufacturing Productivity",2011,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1786421,2
Does size matter? An investigation into the impact of coarse and fine ground inoculated biochar on Hordeum vulgare (barley) growth and yield,2020,https://www.sciencedirect.com/science/article/pii/S2452219819301600,2
Does size matter? The determinants of heroin flows in Europe,2015,https://openresearch.surrey.ac.uk/esploro/outputs/conferencePresentation/Does-size-matter-The-determinants-of/99513249102346,2
Does Size Matter: Evaluating the Difference between Right and Left Internal Mammary Veins in Free Flap Breast Reconstruction,2019,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0039-1693157,2
Combination therapy for benign prostatic hyperplasia: Does size matter?,2008,https://link.springer.com/article/10.1007/s11884-008-0016-5,2
"Does size matter? Observation on the availability of micronutrients in two different sizes of small freshwater fish Amblypharyngodon mola (Hamilton, 1822)",2016,https://www.researchgate.net/profile/Surjya-Saikia/publication/340933551_Does_size_matter_Observation_on_the_availability_of_micronutrients_in_two_different_sizes_of_small_freshwater_fish_Amblypharyngodon_mola_Hamilton_1822/links/5ea5973aa6fdccd794557cfb/Does-size-matter-Observation-on-the-availability-of-micronutrients-in-two-different-sizes-of-small-freshwater-fish-Amblypharyngodon-mola-Hamilton-1822.pdf,2
"Does Size Matter in Determining Growth of Micro, Small and Medium Enterprises (MSMEs) in Zimbabwe",2020,https://www.scirp.org/html/29-1531412_101856.htm,2
Comments on the eighth edition of the TNM classification for lung cancer. Radical changes and limitations: does size matter?,2017,https://link.springer.com/article/10.1007/s13126-017-0401-7,2
Wall shear stress in the mouse aortic arch: Does size matter?,2009,https://link.springer.com/chapter/10.1007/978-3-540-89208-3_475,2
Does Size Matter? Questioning Methods for the Study of 'Small',2019,https://books.google.com/books?hl=en&lr=&id=oY_UDwAAQBAJ&oi=fnd&pg=PA247&dq=+%22does+size+matter%22&ots=fMW9yzx4h3&sig=m88BcFmCdhuYnUhiN84lGpa0e64,2
"Itty-bitty traps for monitoring spotted wing Drosophila (Drosophila suzukii Matsumura), does size matter?",2018,https://digitalcommons.library.umaine.edu/nabrew2018/proceedingpapers/proceedingpapers/4/,2
Does Size Matter?: Expatriate Adjustment and Location in China,2003,https://www.researchgate.net/profile/Jan-Selmer/publication/267681485_DOES_SIZE_MATTER_EXPATRIATE_ADJUSTMENT_AND_LOCATION_IN_CHINA/links/5460a19c0cf2c1a63bfe476e/DOES-SIZE-MATTER-EXPATRIATE-ADJUSTMENT-AND-LOCATION-IN-CHINA.pdf,2
Does size matter? The effect of resource base on faculty service quality perceptions in academic libraries,2009,https://academiccommons.columbia.edu/doi/10.7916/D8QN6GWT,2
Does size matter? The benefits and challenges of voluntary sector partnerships in dementia service provision for South Asian communities in England,2016,https://www.ingentaconnect.com/content/tpp/vsr/2016/00000007/00000002/art00004,2
New fashions in molecular pharmaceutics: Nanoscience and nanomedicine. Does size matter in delivery?,2005,https://pubs.acs.org/doi/full/10.1021/mp058081z,2
"Does size matter? The scaling of respiration, energy reserves, and support structures in arthropods",2008,https://search.proquest.com/openview/f484d93e86ad903c38e92ef6761803c7/1?pq-origsite=gscholar&cbl=18750,2
"Does size matter? School size, student outcomes, the state of Mississippi and its Delta region: Implications for socioeconomic well-being",2006,https://search.proquest.com/openview/a61b4a179dd69c14eca23d2ebaca8a3b/1?pq-origsite=gscholar&cbl=18750&diss=y,2
"Re:“Behjatnia B et al.“Does size matter? Comparison study between MRI, gross, and microscopic tumor sizes in breast cancer in lumpectomy specimens"". IntJ …",2010,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2872753/,2
Does Size Matter in Predicting Hedge Funds' Liquidation?,2017,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2863911,2
First trimester intervention in twin reversed arterial perfusion (TRAP) sequence–does size matter?,2016,https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0036-1587782,2
Board Governance and Bank's Performance: Does Size Matter?,2020,https://www.koreascience.or.kr/article/JAKO202032462597148.page,2
Does Size Matter? The Effects of Bank Mergers on Small Firm Financing across the United States,2000,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.623.4620&rep=rep1&type=pdf,2
Diagnostic Accuracy of Emergency Bedside Ultrasonography to Detect Cutaneous Wooden Foreign Bodies: Does Size Matter?,2017,https://europepmc.org/article/med/29256199,2
Colonic Polyps and Malignant Potential–Does Size Matter?,2005,https://www.giejournal.org/article/S0016-5107(05)01386-6/abstract,2
Does size matter: Tree use by translocated koalas,2005,https://acquire.cqu.edu.au/articles/journal_contribution/Does_size_matter_Tree_use_by_translocated_koalas/13446554,2
Does Size Matter? Evaluation of malignancy rate differences between small and large thyroid follicular neoplasms.,2010,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=07077270&AN=48612575&h=jZwL%2FY6U%2F6sYrlPR6oAO5NteeaxOYDMUjMIM4Q8KHkZ8w2P6GOeARKCwgpcqypu75fz7fwQymTgAwT3Q7DiYWw%3D%3D&crl=c,2
Does size matter? Examining the possible mechanisms of multi-stallion groups in horse societies,2020,https://www.sciencedirect.com/science/article/pii/S0376635720304708,2
Does size matter?,2014,https://www.tandfonline.com/doi/full/10.1080/07294360.2013.857381,2
Does size matter?,2015,http://ggcs.org/Newsletters/Newsletter-2015/NL2015-10.pdf,2
Feature Engineering for Materials Chemistry—Does Size Matter?,2019,https://pubs.acs.org/doi/abs/10.1021/acs.jcim.8b00977,2
Blended dynamics–Does size matter?,2019,https://books.google.com/books?hl=en&lr=&id=7o2NDwAAQBAJ&oi=fnd&pg=PA213&dq=+%22does+size+matter%22&ots=waQJNid7-Y&sig=oULrRmKlzkp80q-IofswZc4VHEs,2
Is it micropenis? Does size matter?,2017,https://fn.bmj.com/content/102/4/F345.short,2
Minimally invasive access cavities: does size really matter?,2021,https://www.researchgate.net/profile/Marco-Versiani/publication/348551634_Minimally_invasive_access_cavities_does_size_really_matter/links/6004222592851c13fe180b13/Minimally-invasive-access-cavities-does-size-really-matter.pdf,2
Pediatric ERCP scopes: does size really matter?,2003,https://journals.lww.com/jcge/Fulltext/2003/08000/Pediatric_ERCP_Scopes__Does_Size_Really_Matter_.3.aspx,2
Does size really matter? A retrospective analysis of donor renal volume and its effects on renal function in donors after donation,2016,https://www.researchgate.net/profile/Stephanie_Fook-Chong/publication/306246766_Does_size_really_matter_A_retrospective_analysis_of_donor_renal_volume_and_its_effects_on_renal_function_in_donors_after_donation/links/57eb985408aeb50829b2ae05/Does-size-really-matter-A-retrospective-analysis-of-donor-renal-volume-and-its-effects-on-renal-function-in-donors-after-donation.pdf,2
'DOES SIZE REALLY MATTER?–AN EXPLORATION OF THE UTILIZATION OF A SINGLE HIGHER ENERGY RATED MOV VS PARALLELING MULTIPLE …,2001,https://eprocurement.newark.com/pdfs/techarticles/littelfuse/SizingMOVs_EC921.pdf,2
"Does size really matter? An investigation of academic advisor job satisfaction at small, medium, and large institutions of higher education",2013,https://fisherpub.sjfc.edu/education_etd/137/,2
Innentitelbild: Does Size Really Matter? The Steric Isotope Effect in a Supramolecular Host–Guest Exchange Reaction (Angew. Chem. 21/2010),2010,https://onlinelibrary.wiley.com/doi/abs/10.1002/ange.201001707,2
Does size matter?,2008,https://tecfa.unige.ch/tecfa/maltt/memoire/Holdener2008.pdf,1
Does size matter?,2008,https://academic.oup.com/ejcts/article-abstract/33/6/1160/507910,1
Does Size Matter? The Real Effects of Subsidizing Small Firms,2021,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3930162,1
Local corruption in the Czech Republic: Does size matter?,2019,https://books.google.com/books?hl=en&lr=&id=YWOdDwAAQBAJ&oi=fnd&pg=PA123&dq=+%22does+size+matter%22&ots=H9L2wJqFAz&sig=OrGv-lzQkmrYGlaqYM7AMXu58h0,1
Trade and unions: Does size matter?,2020,https://www.sciencedirect.com/science/article/pii/S0264999317314773,1
Does Size Matter? A Primary Perspective.,2008,https://eric.ed.gov/?id=EJ795757,1
Does Size Matter? Investigating Laypeoples' Preferences for Roll-out Scenarios of Alternative Fuel Production Plants.,2019,https://pdfs.semanticscholar.org/0c1f/262124263c3fe03700349119e184e6265943.pdf,1
Prosthesis–Patient Mismatch Following Transcatheter Aortic Valve Replacement: Does Size Matter?,2020,https://www.jacc.org/doi/full/10.1016/j.jcin.2019.10.027,1
"Does Size Matter? Seals in England and Wales, ca. 1200–1500",2019,https://brill.com/view/book/edcoll/9789004391444/BP000005.xml,1
