title,year,href,details,blurb,citations
Adsorption of Metals to Particles in Urban Stormwater Runoff—Does Size Really Matter?,2021,https://www.mdpi.com/975836,"P Baum, B Kuch, U Dittmer - Water, 2021 - mdpi.com",The parameter total suspended solids (TSS) is often used to evaluate the need for stormwater treatment or to assess the effectiveness of treatment measures. The purpose of this study is to analyze the value and the limitations of this approach using metals as an …,5
"Does Size Matter? Scale, Corruption and Uncertainty",2012,http://dspace.mak.ac.ug/handle/10570/4044,"G Forgues-Puccio, IM Okumu - 2012 - dspace.mak.ac.ug",We study the role of the size of the economy in mitigating the impact of public sector corruption on economic development. The analysis is based on a dynamic general equilibrium model in which growth occurs endogenously through the invention and …,4
Why does size matter for viruses–A new paradigm on viral size,2009,https://www.sciencedirect.com/science/article/pii/S0306987709001881,"GJ Fletcher, S Christopher, M Gnanamony - Medical hypotheses, 2009 - Elsevier",Size and shape are the two immutable laws that govern all life forms including viruses. In this study we postulate and evaluate the hypothesis that there exists a strong association between viral geometry and features of viral disease outbreaks. Data on viral disease …,4
Canola establishment; does size matter,2014,https://www.researchgate.net/profile/Saira-Hussain-5/publication/282664401_Can_canola_meal_be_used_to_treat_cancer/links/5617623408ae1a88800370b9/Can-canola-meal-be-used-to-treat-cancer.pdf#page=59,"RD Brill, L Jenkins, M Gardner - Grains Research and …, 2014 - researchgate.net",Research in the southern region has almost universally shown a negative correlation between canola sowing date and grain yield. The challenge though is that earlier sowing of canola is generally (but not always) more risky for successful crop establishment. Therefore …,4
Renewables and storage–does size matter,2010,http://files.brattle.com/system/publications/pdfs/000/004/708/original/renewables_and_storage_-_does_size_matter_chang_spees_weiss_mar_11_2010.pdf,"J Chang, K Spees, J Weiss - … at 15th annual POWER Conference on …, 2010 - files.brattle.com","A number of factors, climate change prominent among them, are driving state and federal policies towards increasing goals for renewable energy in the United States. An issue facing two of the most prominent technologies, wind and solar photovoltaic (PV), is their …",4
Minimally invasive spinal surgery—does size matter?,2012,https://www.nature.com/articles/nrneurol.2012.113,"R Mannion - Nature Reviews Neurology, 2012 - nature.com","The past two decades have witnessed the emergence of minimally invasive techniques in most surgical specialties, but their role in spinal surgery remains controversial. A recent study has compared outcomes in minimally invasive versus open spinal fusion surgery …",4
Does size matter?—a population-based analysis of malignant pleural mesothelioma,2020,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7481612/,"J He, S Xu, H Pan, S Li, J He - Translational lung cancer research, 2020 - ncbi.nlm.nih.gov",Background The 8 th edition staging system for malignant pleural mesothelioma (MPM) has been proposed. The size of tumor is not taken into consideration. We intend to elucidate the prognostic value of the size of MPM and evaluate the current staging system via the data of …,4
Does size matter in knowledge management? A qualitative/quantitative enquiry,2007,https://aisel.aisnet.org/acis2007/5/,"M Quaddus, J Xu - 2007 - aisel.aisnet.org",Literature in knowledge management is rich with studies of successful factors and case studies of large organizations. But question still remains: does size matter? Are there any differences in the use and practice of knowledge management between small and medium …,4
Does size matter when public management tools meet (the voluntary) reality in sports facilities?,2017,https://www.tandfonline.com/doi/abs/10.1080/16078055.2016.1277612,"EB Iversen - World Leisure Journal, 2017 - Taylor & Francis",This paper focuses on leisure management in private non-profit (PNP) sports halls. The aim of the paper is to assess which strategic behaviour the PNP sports hall pursued under different types of public management steering models and whether changes in behaviour …,4
Bank Risk: Does Size Matter?,2011,https://ro.ecu.edu.au/ecuworks2011/716/,"D Allen, AR Kramadibrata, R Powell, AK Singh - 2011 - ro.ecu.edu.au","The size of banks is examined as a determinant of bank risk. A wide range of banks are examined across four regions, including Australia, Canada, Europe and the USA. Four risk metrics are considered including Value at Risk (VaR), Conditional Value at Risk (CVaR …",4
Does size matter: a comparison of methods to appraise thermal efficiency of a small house,2009,https://eprints.utas.edu.au/10641/,"LH Wallis, M Dewsbury - 2009 - eprints.utas.edu.au","The Energy Efficiency provisions, within the Building Code of Australia, have created many new challenges for architects and building designers. Prior to these provisions, general environmental design principles and 'rules of thumb'were used to design environmentally …",4
"Nephrectomy in patients with autosomal dominant polycystic kidney disease, does size matter?",2016,https://search.proquest.com/openview/c8a36288c333ed7fe1468c6bdaea184b/1?pq-origsite=gscholar&cbl=36817,"NF Casteleijn, RT Gansevoort… - World journal of …, 2016 - search.proquest.com","Accepted: 4 February 2016/Published online: 24 February 2016© Springer-Verlag Berlin Heidelberg 2016 because of a shorter duration of hospitalization, less blood loss, and improvement in cosmetic aspects [4]. Despite these results, we are doubtful whether these …",4
Rupture of expanded polytetrafluoroethylene neochordae used for mitral valve repair: does size matter?,2014,https://www.jtcvs.org/article/S0022-5223(14)00979-9/abstract,"MJ Antunes, GF Coutinho - The Journal of thoracic and cardiovascular …, 2014 - jtcvs.org","2. Damiano RJ Jr, Badhwar V, Acker MA, Veeragandham RS, Kress DC, Robertson JO, et al. The CURE-AF trial: a prospective, multicenter trial of irrigated radiofrequency ablation for the treatment of persistent atrial fibrillation during concomitant cardiac surgery. Heart Rhythm …",4
Risk culture in Australian banks: Does size matter?,2016,https://search.informit.org/doi/abs/10.3316/ielapa.838892075746616,"E Sheedy - JASSA, 2016 - search.informit.org",Previous research has shown that the best risk outcomes are achieved when effective risk structures are combined with a favourable risk culture. We examine risk culture and staff perceptions of risk structures in five Australian banks using survey methods to investigate …,4
Does size matter with continuous left ventricular assist devices?,2017,https://www.jacc.org/doi/full/10.1016/j.jchf.2016.10.002,"EM Hsich - JACC: Heart Failure, 2017 - jacc.org","—Meghan Trainor, All About That Bass (1) For many years, adult patients with a body surface area (BSA)< 1.5 m2 had few options to bridge to transplantation and no option for destination therapy. The evolution of ventricular assist devices has improved our ability to …",4
Student Learning Networks on Residential Field Courses: Does Size Matter?,2008,https://www.tandfonline.com/doi/abs/10.3108/beej.11.1,"AM Langan, WR Cullen, DM Shuker - Bioscience Education, 2008 - Taylor & Francis","This article describes learner and tutor reports of a learning network that formed during the completion of investigative projects on a residential field course. Staff and students recorded project-related interactions, who they were with and how long they lasted over four phases …",4
Case Studies in Physiology: Ventilation and perfusion in a giraffe–does size matter?,2016,https://journals.physiology.org/doi/abs/10.1152/japplphysiol.00428.2016,"G Nyman, B Röken, EM Hedin… - Journal of Applied …, 2016 - journals.physiology.org","The trachea in the giraffe is long but narrow, and dead space ventilation is considered to be of approximately the same size as in other mammals. Less is known about the matching between ventilation and lung blood flow. The lungs in the giraffe are large, up to 1 m high …",4
Diameter-dependence of aortic hemodynamics: Does size matter?,2008,https://www.researchgate.net/profile/Mathias-Langer/publication/267430076_Fig_Diameter-dependence_of_aortic_hemodynamics_Does_size_matter/links/55e58ad008aec74dbe733aec/Fig-Diameter-dependence-of-aortic-hemodynamics-Does-size-matter.pdf,"A Frydrychowicz, A Berger, AF Stalder… - Proc. Intl. Soc. Mag …, 2008 - researchgate.net","Methods: Experiments were performed on a 3T MR-system (Somatom TRIO, Siemens, Germany) after written informed consent of all 62 patients and volunteers. Time-resolved (cine) 3-dimensional blood flow measurements covering the entire thoracic aorta were …",4
Drinking inscriptions on Attic little-master cups: Does size matter? A contribution to the AVI Project,2006,https://www.jstor.org/stable/44079058,"P Heesen - Museum Helveticum, 2006 - JSTOR","In reaction to two recent articles by Rudolf Wachter on drinking-inscriptions on Attic little-master cups this paper introduces a larger, more complete corpus of cups. With the help of these new data the author takes a closer look at the producers and consumers of the cups …",4
Does size matter? Measured and modeled effects of suprapubic catheter size on urinary flow,2017,https://www.sciencedirect.com/science/article/pii/S0090429517300511,"C Lee, BC Gill, SP Vasavada, RR Rackley - Urology, 2017 - Elsevier","Objective To quantify the effects of catheter size and urinary sediment on catheter drainage, and to determine the French size at which catheter upsizing yields a diminished marginal return in flow. Materials and Methods Latex Foley catheters (12-26 French [Fr]) were …",4
How big were the first planetesimals? Does size matter?,2009,https://ui.adsabs.harvard.edu/abs/2009LPI....40.1760W/abstract,"SJ Weidenschilling - Lunar and Planetary Science …, 2009 - ui.adsabs.harvard.edu","Accretion of~ 10 km bodies yields the best match for the size distribution of the early asteroid belt. If initial planetesimals had a single size, bodies of 1 km or larger than a few tens of km are excluded.",4
Anaplerosis of the muscle tricarboxylic acid cycle pool during contraction: does size matter?,2003,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2342846/,"MJ Gibala - The Journal of physiology, 2003 - ncbi.nlm.nih.gov","The term 'anaplerosis' was originally coined to describe metabolic pathways which replenish a metabolic cycle (Kornberg, 1966). With respect to the tricarboxylic acid (TCA) cycle, the phenomenon refers to reactions other than citrate synthase that enrich the pool of TCA cycle …",4
Fetal insulin secretion in late gestation: does size matter?,2007,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2375533/,"JS Gilbert, E Brandon, T Vera - The Journal of physiology, 2007 - ncbi.nlm.nih.gov","In recent years, considerable epidemiological and experimental data have accrued which indicates that alterations in the trajectory of fetal growth and development due to suboptimal intrauterine conditions has profound, persistent effects on metabolic function in later life …",4
Does size matter?-The effect of volume on the compressive strength of open cell brittle ceramics,2008,https://www.scientific.net/AMR.41-42.221,"G Heness, N Booth, B Ben-Nissan - Advanced Materials Research, 2008 - Trans Tech Publ",This study investigates the effect of specimen volume on the compressive strength of open cell brittle ceramics. A series of unconfined compression tests were carried out on specimens ranging in volume. The crushing strength and apparent stiffness were measured …,4
Determinants of firm-level investment in India: does size matter?,2020,https://www.tandfonline.com/doi/abs/10.1080/17520843.2019.1667848,"P Bhardwaj, A Kumar - Macroeconomics and Finance in Emerging …, 2020 - Taylor & Francis",The study estimates the dynamic panel version of augmented neoclassical investment model using ARDL specification. There are evidence in support of interest rate and credit channels of monetary transmission. Our evidence of interest rate channel is robust and is not …,4
Does size matter? Entrepreneurial orientation and performance in Spanish sports clubs,2021,https://www.tandfonline.com/doi/abs/10.1080/17430437.2021.1882424,"P Escamilla-Fajardo, JM Núñez-Pomar… - Sport in Society, 2021 - Taylor & Francis","Despite its importance, entrepreneurship in organizations has not been widely addressed in the sports association sector (sports clubs). In this context, this study analyses the relationships of entrepreneurial orientation and club size with the economic and sporting …",4
Does size matter? The real effects of subsidizing small firms,2021,https://jhfinance.web.unc.edu/wp-content/uploads/sites/12369/2021/11/2022_JH_does_size_matter.pdf,"M Denes, R Duchin, J Hackney - 2021 - jhfinance.web.unc.edu","We employ a new empirical approach to estimate the economic effects of access to small business subsidies in the United States. The analyses focus on changes in industry size standards, which determine small firms' eligibility for government subsidies, and exploit …",4
Monofocal hepatocellular carcinoma: How much does size matter?,2021,https://onlinelibrary.wiley.com/doi/abs/10.1111/liv.14718,"F Pelizzaro, B Penzo, G Peserico, A Imondi… - Liver …, 2021 - Wiley Online Library","Abstract Background & Aims According to the Barcelona Clinic Liver Cancer (BCLC) staging system, monofocal hepatocellular carcinoma (HCC) is classified as early (BCLC A) irrespective of its size, even though controversies still exist regarding staging and treatment …",4
Does size matter?,2018,http://www.klinikum.uni-muenchen.de/SFB-TRR-127/download/de/publications/Denner_et_al-Does-size-matter_.pdf,"J Denner, B Reichart, M Längin - Xenotransplantation, 2018 - klinikum.uni-muenchen.de","In recent years, there have been important advances towards clinical application in the use of pig cells, tissues or organs for the treatment of organ failure. 1, 2 These include the generation of pigs with multiple genetic modifications and the introduction of new …",4
Does size matter? Addressing pack size and antibiotic duration,2019,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6370608/,"TM McGuire - Australian prescriber, 2019 - ncbi.nlm.nih.gov","Judicious antibiotic use needs to balance prescribing for too short a period (causing treatment failure, delayed return to health or the development of complications) with overprescribing which increases the risk of resistance, non-adherence, adverse effects and …",4
"DOES SIZE MATTER, OR IS BIGGER BETTER?",2003,https://adoptmed.org/s/head_size.pdf,"DE Johnson - The use of head circumference in preadoption …, 2003 - adoptmed.org","Reviewing referral documents to assess the well-being of a child is a challenging task for every health-care provider. While ultimate decision-making power resides with the family, frequently the information we provide determines whether a child is accepted or rejected. I …",4
Prostate size: Is size all that matters?(When does size matter?),2011,https://www.sciencedirect.com/science/article/pii/S1875686711600146,"ELM Ho, SF Tong, HM Tan - Journal of Men's Health, 2011 - Elsevier",Prostate-related problems now seem to stand between the aging male and good quality of life. Males of all age groups may also be affected by similar symptoms. Aging males may suffer “silently” because of their beliefs that symptoms are inevitable and normal with aging …,4
Convergence of Asynchronous Cellular Automata: Does Size Matter?,2018,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=15575969&AN=130519361&h=SYqzRbzxPiF6IRAattz4z341x9TxhD%2BvGD3GS%2FtifAEccD%2BV%2Bp7QU0mfcp1o%2FqRTqy3MO78khbtFpT3om6Ho%2BQ%3D%3D&crl=c,"B Sethi, S Roy, S Das - Journal of Cellular Automata, 2018 - search.ebscohost.com","This paper studies convergence of elementary cellular automata to a fixed point under fully asynchronous update. We study four possible cases--convergence of automata for any size and for the sizes that are multiple of 2, multiple of 3 and multiple of 4 only. We identify 146 …",4
Thymic malignancies: does size matter?,2016,https://academic.oup.com/ejcts/article-abstract/50/6/1075/2726583,"D Van Raemdonck, E Ruffini - European Journal of Cardio …, 2016 - academic.oup.com",RAC IC that are peculiar to thymic tumours. More prospective studies on thymic malignancies are needed focusing on tumour size to increase our current level of scientific evidence as a basis for future refinement of the newly proposed TNM staging system. Until …,4
Size and Performance of Swedish Mutual Funds: Does Size Matter?,2012,https://www.diva-portal.org/smash/record.jsf?pid=diva2:540025,"T Johansson, M Jacobsson - 2012 - diva-portal.org","In this thesis we have studied the relationship between mutual fund size and performance by studying 91 Swedish mutual funds during a six year period (2006-2011). Furthermore, we investigated the relationship between fund size and management fees and fund size and …",4
"… pollination ecology between two populations and two varieties of Cypripedium parviflorum (Orchidaceae) in Missouri, United States of America – does size matter?",2018,https://academic.oup.com/botlinnean/article-abstract/186/4/544/4921132,"R Edens-Meier, M Arduser, GR Camilo… - Botanical Journal of …, 2018 - academic.oup.com","The pollination ecology of two sympatric varieties of Cypripedium parviflorum was compared to determine whether floral dimensions had an impact upon potential pollinator diversity. We observed, collected and compared 235 insects that entered the labella of sympatric …",4
Stillbirth at term: Does size really matter?,2020,https://obgyn.onlinelibrary.wiley.com/doi/abs/10.1002/ijgo.13229,"CM Coutinho, K Melchiorre… - International Journal of …, 2020 - Wiley Online Library",Placental dysfunction has a deleterious influence on fetal size and is associated with higher rates of perinatal morbidity and mortality. This association underpins the strategy of fetal size evaluation as a mechanism to identify placental dysfunction and prevent stillbirth. The …,4
Does size really matter?,2004,https://journals.lww.com/ajg/Fulltext/2004/04000/Does_Size_Really_Matter_.13.aspx,"TP Kinney, I Waxman - Official journal of the American College of …, 2004 - journals.lww.com",Endoscopic ultrasound (EUS) is well recognized for its ability to accurately stage primary gastrointestinal and pancreatic tumors (T-stage) and detect the presence of lymph nodes (N-stage) that may not be seen using other modalities. EUS has also recently established a role …,4
Does size really matter? A comparative study on floral traits in orchids with two different pollination strategies,2019,https://onlinelibrary.wiley.com/doi/abs/10.1111/plb.12993,"M Lussu, A De Agostini, A Cogoni, M Marignani… - Plant …, 2019 - Wiley Online Library","The lock and key hypothesis assumes that male and female genitalia match in a unique system to prevent interspecific crosses. This hypothesis is largely investigated in animals, while there is a distinct lack of studies on plants. Nevertheless, we expect the lock and key …",4
Does size really matter? Contributions to the debate on short versus long neuropsychology assessments,2016,https://www.tandfonline.com/doi/abs/10.1111/ap.12206,"MH White, DM Spooner - Australian Psychologist, 2016 - Taylor & Francis",Objective There has been increasing interest in recent years in the variation in assessment practices within the neuropsychology profession. This article explores one of the central areas of variation by reviewing the issues surrounding brief versus more comprehensive …,4
Responsible tourism: does size really matter,2001,https://www.academia.edu/download/37487689/Lueck_2001.pdf,"M Lück - Tourismus Jahrbuch, 2001 - academia.edu","Ecotourism has been a philosophy for a more environmentally conscious tourism for more than twenty years. Many definitions of the term emphasise the small scale of ecotourism. They argue that small groups produce less negative impacts. However, there are many …",4
On The Growth Process Of Firms: Does Size Matter?,2015,https://www.clutejournals.com/index.php/IBER/article/view/9217,"AA Dar, S AmirKhalkhali - International Business & Economics …, 2015 - clutejournals.com","The purpose of this empirical study is to investigate whether the growth process of firms is best explained essentially by a random process as envisaged by Gibrats law, or by identifiable systematic influences such as growth persistence and firm size. A dynamic …",3
Does size matter? The relationship between predictive power of single-subject morphometric networks to spatial scale and edge weight,2020,https://link.springer.com/article/10.1007/s00429-020-02136-0,"PR Raamana, SC Strother - Brain Structure and Function, 2020 - Springer","Network-level analysis based on anatomical, pairwise similarities (eg, cortical thickness) has been gaining increasing attention recently. However, there has not been a systematic study of the impact of spatial scale and edge definitions on predictive performance, which is …",3
"Does Size Matter?: Yes, If You are Caribbean!",2013,https://publications.iadb.org/publications/english/document/Does-Size-Matter-Yes-If-You-are-Caribbean!.pdf,IJ Ruprah - 2013 - publications.iadb.org,"This policy brief reviews whether the size of a country limits economic growth. Diseconomies of scale, indivisible fixed costs and geographic barriers represent intrinsic characteristics of small economies that might hinder economic growth. However, while some small economies …",3
Does size matter? The impact of caseload and expertise concentration on AMI 30-day mortality—A comparison across 10 OECD countries,2019,https://www.sciencedirect.com/science/article/pii/S0168851019300533,"B Lalloué, M Padget, I Brownwood, E Minvielle… - Health Policy, 2019 - Elsevier","Objective To examine the variability of hospital performance within and across countries, using 30-day acute myocardial infarction (AMI) mortality, and to study the impact of hospital characteristics on performance. Study setting Hospital-level adjusted risk standardized …",3
Outcomes of resection surgery for hepatocellular carcinoma: Does size matter?,2018,https://journals.lww.com/jcma/Fulltext/2018/02000/Outcomes_of_resection_surgery_for_hepatocellular.1.aspx,"PC Chen, KC Fang, WY Kao… - Journal of the Chinese …, 2018 - journals.lww.com","Hepatocellular carcinoma (HCC) is one of the major public health threats in the world. It accounted for 745,500 deaths worldwide in 2012, which was the second and 6th leading causes of cancer mortality in males and females, respectively. 1 Liver transplantation …",3
On the use of proxy variables in finance: Why does size matter for bidder announcement returns?,2019,https://madoc.bib.uni-mannheim.de/51452/,"C Schneider, O Spalt - SSRN Working Paper Series, 2019 - madoc.bib.uni-mannheim.de","Proxy variables are ubiquitous in empirical research. This paper provides a cautionary tale on the use of proxy variables via an in-depth look at one specific setting: value creation in corporate takeovers, a core subfield of the empirical corporate finance literature. An …",3
Does size matter in ICU telemedicine?,2017,https://pubmed.ncbi.nlm.nih.gov/28390635/,"S Fortis, BS Nassar, HS Resinger - Chest, 2017 - pubmed.ncbi.nlm.nih.gov","Does Size Matter in ICU Telemedicine? Does Size Matter in ICU Telemedicine? Chest. 2017 
Apr;151(4):946. doi: 10.1016/j.chest.2017.01.037. Authors Spyridon Fortis 1 , Boulos S Nassar 2 
, Heather S Resinger 3 Affiliations 1 Center for Comprehensive Access and Delivery Research …",3
Does size matter concerning impact of position on oxygenation status in spontaneously breathing patients with unilateral effusion?,2018,https://pmj.bmj.com/content/94/1108/81.abstract,"SA Michaelides, AR Michailidis, GD Bablekos… - Postgraduate medical …, 2018 - pmj.bmj.com",Background Inconsistent and contradictory findings have appeared in the literature concerning the impact of body position on oxygenation in pleural effusion. Methods We attempted to elucidate whether the size of the pleural effusion in patients with no …,3
Relationship between glaucoma drainage device size and intraocular pressure control: does size matter?,2017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5263878/,"CD Rodgers, AM Meyer… - Journal of current …, 2017 - ncbi.nlm.nih.gov","There is ambiguity in the literature regarding whether a larger glaucoma drainage device (GDD) achieves a lower long-term intraocular pressure (IOP). There is some evidence on both sides, but overall there seems to be an optimal surface area of approximately 200-250 …",3
Gland volume in the assessment of prostatic disease: does size matter?,2007,https://www.urotoday.com/images/stories/documents/pdf_files/bjui/754d9ac0515e9375bf6cf9d7a2df2210.pdf,"MRE Harris, EJ Harding, TS Bates, MJ Speakman - BJU international, 2007 - urotoday.com","Several recent studies commented on the importance of gland volume in prostatic disease; in this review we aim to assess the evidence examining the importance of prostate volume in the risk of malignancy, detection rates, treatment options and their subsequent success. We …",3
"Competitive Intelligence effectiveness, terminology, and attitudes: Does size matter",2011,https://www.academia.edu/download/38877088/2011_AoM_-_CI_Terminology.pdf,"JR Smith, S Wright, D Pickton - Proceedings of the Academy of …, 2011 - academia.edu","This paper presents a two-sector, two-region study of small and medium sized enterprises (SMEs) in France and examines the self-reported perspectives of managers towards Competitive Intelligence (CI). Empirical data was obtained via questionnaire and the …",3
Does Size Matter? The ICRW and the Inclusion of Small Cetaceans,2014,https://www.cambridge.org/core/journals/transnational-environmental-law/article/does-size-matter-the-icrw-and-the-inclusion-of-small-cetaceans/AC147BB67FD947615905F0F610E64DFC,"S Stephenson, A Mooers, A Attaran - Transnational Environmental …, 2014 - cambridge.org","The competency debate over small cetacean regulation at the International Whaling Commission (IWC) is legal in nature, yet has been in a political stalemate for years. In this article we argue that the IWC has the competence to regulate small cetaceans and that the …",3
Arkansas Small Banks' Performance in the Nineties: Does Size Matter?,1999,https://go.gale.com/ps/i.do?id=GALE%7CA59543531&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00041742&p=AONE&sw=w,"JR Hall Jr, RB Shull - Arkansas Business and Economic Review, 1999 - go.gale.com","The nation's banking landscape has changed dramatically during the decade of the nineties, so much so that even the most casual observer would not fail to notice. These changes are reflected in Arkansas banking as well. For instance, from 1992 to 1997 the number of small …",3
Financial and Legal Constraints to Firm Growth: Does Size Matter?,2005,https://www.academia.edu/download/51780973/multi0page.pdf,"A Demirguc-Kunt, V Maksimovic, T Beck - Journal of Fi-nance, 2005 - academia.edu","Using a unique firm-level survey data base covering 54 promoting firm growth, particularly the development of countries, Beck, Demirgiu,-Kunt, and Maksimovic the small and medium enterprise sector. But the evidence investigate whether different financial, legal, and also …",3
Does size matter? Disentangling consumers' bundling preferences,2000,https://www.researchgate.net/profile/Manoj-Agarwal-7/publication/4874248_Does_size_matter_Disentangling_consumers'_bundling_preferences/links/0046353bedc57ec5d6000000/Does-size-matter-Disentangling-consumers-bundling-preferences.pdf,"MK Agarwal, RT Frambach… - Research …, 2000 - researchgate.net","Previous marketing literature has focused to a large extent on the effect of bundle characteristics on a consumer's decision to buy a (fixed) bundle in a non-competitive setting. This study extends this narrow focus in four major ways. First, the authors address bundles …",3
Does Size Matter? Comparing Medium‐Term Cost‐Effectiveness of Group Homes with Institutional Care in South Korea,2016,https://onlinelibrary.wiley.com/doi/abs/10.1111/aswp.12094,"CR Nho, S Woo, H Kang, JS Chun… - Asian Social Work and …, 2016 - Wiley Online Library","Using unique 5‐year longitudinal data on Korean children in group homes and those under institutional care, this paper compared the medium‐term cost‐effectiveness of group homes and that of institutional care facilities in terms of developmental outcomes. Results from …",3
Economic performance and technological intensities of electronics firms in Johor: Does size matter?,2010,https://www.inderscienceonline.com/doi/abs/10.1504/IJTLID.2010.031053,"R Rasiah, A Malakolunthu - International Journal of …, 2010 - inderscienceonline.com","This paper examines size differences in productivity, and export and technological intensities, and the statistical relationships involving them in a sample of electronics firms in Johor, Malaysia. Although, large firms enjoyed higher labour productivity and overall …",3
Does size matter?: employment relations in small firms,2000,https://minerva-access.unimelb.edu.au/handle/11343/39269,RJ Barrett - 2000 - minerva-access.unimelb.edu.au,In this thesis an integrated approach to analysing small In this thesis an integrated approach to analysing small firm employment relations is proposed and used to investigate the image of industrial harmony in small firms. This approach accommodates small firm heterogeneity …,3
Transient severe tricuspid regurgitation after transplantation of an extremely oversized donor heart in a child—Does size matter? A case report,2017,https://onlinelibrary.wiley.com/doi/abs/10.1111/petr.12863,"J Birnbaum, SM Ulrich, R Schramm… - Pediatric …, 2017 - Wiley Online Library","In pediatric heart transplantation, the size of the donor organ is an important criterion for organ allocation. Oversized donor hearts are often accepted with good results, but some complications in relation to a high donor‐recipient ratio have been described. Our patient …",3
Does Size Matter in the Field?: Female Police Bodies in Online Television.,2014,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10520147&AN=96042879&h=WvhsYfOqZRvwwgq5w1dwkhofySUibQ49F2baVqW1otS9cg%2BwlH0HCojTW4lOpxeBg6piHa6rFR3JMsBSJ9lOpg%3D%3D&crl=c,"CM Cusack - Qualitative Report, 2014 - search.ebscohost.com","The purpose of this study is to investigate how female officers' body sizes are depicted on the TV show,"" Police Women of Broward County."" Little literature examines the media's depiction of bodies belonging to women who are involved in traditionally masculine …",3
The role of trust and dependence in small business performance: does size matter?,2010,https://search.proquest.com/openview/8cd88121d04568db123114c3c1b57921/1?pq-origsite=gscholar&cbl=38818,"WC McDowell, ML Harris… - United States Association …, 2010 - search.proquest.com","This study investigated the performance and relationship between suppliers, both micro and small and medium sized, and the buyer within the supply chain. Specifically, this study examined trust and dependence, and the varying importance that different sized suppliers …",3
Does size matter? The effects of supervisor reduction on minimal communication between distributed discrete-event agents,2005,https://www.ece.queensu.ca/people/K-Rudie/thesis/sarah_whittaker_masters.pdf,SJE Whittaker - 2005 - ece.queensu.ca,"When applying control to a large and complex discrete-event system, traditional distributed supervisors may only be able to enforce a subset of the desired behaviour. If that subset is unacceptable, the agents must communicate with each other to achieve the required control …",3
Partial volume effect as a hidden covariate in tractography based analyses of fractional anisotropy: Does size matter?,2010,https://www.academia.edu/download/45299923/Partial_volume_effect_as_a_hidden_covari20160502-77486-btfwds.pdf,"SB Vos, DK Jones, MA Viergever… - Proceedings of the …, 2010 - academia.edu","In recent years, diffusion tensor imaging1 (DTI) has been used extensively to investigate the aging brain, in both young and aging adults. Using fiber tractography (eg Basser et al. 2), it has been shown that fractional anisotropy (FA) of white matter fiber tracts increases during …",3
Ureteral length in live donor kidney transplantation; Does size matter?,2015,https://onlinelibrary.wiley.com/doi/abs/10.1111/tri.12635,"LSS Ooms, IKB Slagt, FJMF Dor… - Transplant …, 2015 - Wiley Online Library","The aim of this study was to evaluate the role of ureteral length on urological complications. Data were retrospective collected from the INEX‐trial database, a RCT to compare the intravesical to the extravesical ureteroneocystostomy. Ureteral length was measured in 198 …",3
4544 Prospective comparison of 22 gauge versus 19 gauge needle for endoscopic ultrasound directed fine needle aspiration of pancreatic masses: does size matter?,2000,https://www.sciencedirect.com/science/article/pii/S0016510700143913,"DB Schembre, GC Jiranek, SF Hogan - Gastrointestinal Endoscopy, 2000 - Elsevier",Background: EUS guided FNA allows for accurate diagnosis of pancreatic neoplasms. Yield is hampered by the small amount of tissue obtained with a standard 22 gauge needle. Larger needles may improve diagnosis but may also increase risks. Methods: We …,3
Does size really matter? An investigation of cruise ship size,2013,https://www.ingentaconnect.com/content/cog/ta/2013/00000018/00000001/art00009,"S Lee - Tourism Analysis, 2013 - ingentaconnect.com","The cruise industry is one of the most rapidly growing segments of the tourism industry. 
Fueling this growth, the cruise lines are building bigger ships. This study investigates the 
impact of ship size on ship occupancy rate. Secondary data regarding individual voyages were …",3
Does Size Matter?,2005,https://entrepreneurialconfluence.wordpress.com/2015/02/27/does-size-matter/,DS Matter - 2005 - entrepreneurialconfluence …,"Does Size Matter? | entrepreneurialconfluence … Does Size Matter? Economies of Scale in 
the Banking Industry. Journal of Business & Economics Research. … Does Size matter? A 
Study of Firm Behavior and Outcomes in Strategic SME Networks. Journal of Small …",3
Does size matter,2010,https://pdfs.semanticscholar.org/be03/87d2e9c52f484598e6722d38ee9c5c145d02.pdf,"H Dittmar, E Halliwell - The Impact of 'Body Perfect'Ideals …, 2010 - pdfs.semanticscholar.org","… Does Size Matter? … Does size matter? The impact of model’s body size on advertising 
effectiveness and women’s body-focused anxiety. Journal of Social and Clinical Psychology, 
23, 105-132. …",3
Prognostic characteristics and body mass index in patients with pulmonary embolism: does size matter?,2020,https://openres.ersjournals.com/content/6/1/00163-2019.short,"LFM Beenen, LJJ Scheres, J Stoker… - ERJ open …, 2020 - Eur Respiratory Soc",Objective The aim of this study was to explore the impact of body mass index (BMI) on prognostic indicators and clinical outcomes in patients with pulmonary embolism. Methods Patients with pulmonary embolism from the Hokusai venous thromboembolism (VTE) …,3
